"id","name","prefix","city_id","lat","lng"
45,"Quốc Oai","Huyện",2,NULL,NULL
46,"Sóc Sơn","Huyện",2,NULL,NULL
47,"Sơn Tây","Thị xã",2,NULL,NULL
48,"Tây Hồ","Quận",2,NULL,NULL
49,"Thạch Thất","Huyện",2,NULL,NULL
50,"Thanh Oai","Huyện",2,NULL,NULL
51,"Thanh Trì","Huyện",2,NULL,NULL
52,"Thanh Xuân","Quận",2,NULL,NULL
53,"Thường Tín","Huyện",2,NULL,NULL
54,"Ứng Hòa","Huyện",2,NULL,NULL
55,"Cẩm Lệ","Quận",3,NULL,NULL
56,"Hải Châu","Quận",3,NULL,NULL
57,"Hòa Vang","Huyện",3,NULL,NULL
58,"Hoàng Sa","Huyện",3,NULL,NULL
59,"Liên Chiểu","Quận",3,NULL,NULL
60,"Ngũ Hành Sơn","Quận",3,NULL,NULL
61,"Sơn Trà","Quận",3,NULL,NULL
62,"Thanh Khê","Quận",3,NULL,NULL
63,"Bàu Bàng","Huyện",4,11.256163,106.630448
64,"Bến Cát","Thị xã",4,11.207738,106.622325
65,"Dầu Tiếng","Huyện",4,11.321996,106.448923
66,"Dĩ An","TP",4,10.911025,106.781366
67,"Phú Giáo","Huyện",4,11.319703,106.794678
68,"Tân Uyên","Thị xã",4,11.055482,106.749334
69,"Thủ Dầu Một","TP",4,11.013216,106.668616
70,"Thuận An","TP",4,10.937621,106.709754
71,"Biên Hòa","Thành phố",5,10.915803,106.887186
72,"Cẩm Mỹ","Huyện",5,10.806146,107.264434
73,"Định Quán","Huyện",5,11.208012,107.333448
74,"Long Khánh","Thành phố",5,10.933008,107.242605
75,"Long Thành","Huyện",5,10.792148,107.014747
76,"Nhơn Trạch","Huyện",5,10.695801,106.89077
77,"Tân Phú","Huyện",5,11.389437,107.40947
78,"Thống Nhất","Huyện",5,10.975615,107.149985
79,"Trảng Bom","Huyện",5,10.968378,107.029923
80,"Vĩnh Cửu","Huyện",5,11.225268,107.03257
81,"Xuân Lộc","Huyện",5,10.928467,107.433008
82,"Cam Lâm","Huyện",6,NULL,NULL
83,"Cam Ranh","Thành phố",6,NULL,NULL
84,"Diên Khánh","Huyện",6,NULL,NULL
85,"Khánh Sơn","Huyện",6,NULL,NULL
86,"Khánh Vĩnh","Huyện",6,NULL,NULL
87,"Nha Trang","Thành phố",6,NULL,NULL
88,"Ninh Hòa","Thị xã",6,NULL,NULL
89,"Trường Sa","Huyện",6,NULL,NULL
90,"Vạn Ninh","Huyện",6,NULL,NULL
91,"An Dương","Huyện",7,NULL,NULL
92,"An Lão","Huyện",7,NULL,NULL
93,"Bạch Long Vĩ","Huyện",7,NULL,NULL
94,"Cát Hải","Huyện",7,NULL,NULL
95,"Đồ Sơn","Quận",7,NULL,NULL
96,"Dương Kinh","Quận",7,NULL,NULL
97,"Hải An","Quận",7,NULL,NULL
98,"Hồng Bàng","Quận",7,NULL,NULL
99,"Kiến An","Quận",7,NULL,NULL
100,"Kiến Thụy","Huyện",7,NULL,NULL
101,"Lê Chân","Quận",7,NULL,NULL
102,"Ngô Quyền","Quận",7,NULL,NULL
103,"Thủy Nguyên","Huyện",7,NULL,NULL
104,"Tiên Lãng","Huyện",7,NULL,NULL
105,"Vĩnh Bảo","Huyện",7,NULL,NULL
106,"Bến Lức","Huyện",8,NULL,NULL
107,"Cần Đước","Huyện",8,NULL,NULL
108,"Cần Giuộc","Huyện",8,NULL,NULL
109,"Châu Thành","Huyện",8,NULL,NULL
110,"Đức Hòa","Huyện",8,NULL,NULL
111,"Đức Huệ","Huyện",8,NULL,NULL
112,"Kiến Tường","Thị xã",8,NULL,NULL
113,"Mộc Hóa","Huyện",8,NULL,NULL
114,"Tân An","Thành phố",8,NULL,NULL
115,"Tân Hưng","Huyện",8,NULL,NULL
116,"Tân Thạnh","Huyện",8,NULL,NULL
117,"Tân Trụ","Huyện",8,NULL,NULL
118,"Thạnh Hóa","Huyện",8,NULL,NULL
119,"Thủ Thừa","Huyện",8,NULL,NULL
120,"Vĩnh Hưng","Huyện",8,NULL,NULL
121,"Bắc Trà My","Huyện",9,NULL,NULL
122,"Đại Lộc","Huyện",9,NULL,NULL
123,"Điện Bàn","Huyện",9,NULL,NULL
124,"Đông Giang","Huyện",9,NULL,NULL
125,"Duy Xuyên","Huyện",9,NULL,NULL
126,"Hiệp Đức","Huyện",9,NULL,NULL
127,"Hội An","Thành phố",9,NULL,NULL
128,"Nam Giang","Huyện",9,NULL,NULL
129,"Nam Trà My","Huyện",9,NULL,NULL
130,"Nông Sơn","Huyện",9,NULL,NULL
131,"Núi Thành","Huyện",9,NULL,NULL
132,"Phú Ninh","Huyện",9,NULL,NULL
133,"Phước Sơn","Huyện",9,NULL,NULL
134,"Quế Sơn","Huyện",9,NULL,NULL
135,"Tam Kỳ","Thành phố",9,NULL,NULL
136,"Tây Giang","Huyện",9,NULL,NULL
137,"Thăng Bình","Huyện",9,NULL,NULL
138,"Tiên Phước","Huyện",9,NULL,NULL
139,"Bà Rịa","Thị xã",10,NULL,NULL
140,"Châu Đức","Huyện",10,NULL,NULL
141,"Côn Đảo","Huyện",10,NULL,NULL
142,"Đất Đỏ","Huyện",10,NULL,NULL
143,"Long Điền","Huyện",10,NULL,NULL
144,"Tân Thành","Huyện",10,NULL,NULL
145,"Vũng Tàu","Thành phố",10,NULL,NULL
146,"Xuyên Mộc","Huyện",10,NULL,NULL
147,"Buôn Đôn","Huyện",11,NULL,NULL
148,"Buôn Hồ","Thị xã",11,NULL,NULL
149,"Buôn Ma Thuột","Thành phố",11,NULL,NULL
150,"Cư Kuin","Huyện",11,NULL,NULL
151,"Cư Mgar","Huyện",11,NULL,NULL
152,"Ea HLeo","Huyện",11,NULL,NULL
153,"Ea Kar","Huyện",11,NULL,NULL
154,"Ea Súp","Huyện",11,NULL,NULL
155,"Krông Ana","Huyện",11,NULL,NULL
156,"Krông Bông","Huyện",11,NULL,NULL
157,"Krông Buk","Huyện",11,NULL,NULL
158,"Krông Năng","Huyện",11,NULL,NULL
159,"Krông Pắc","Huyện",11,NULL,NULL
160,"Lăk","Huyện",11,NULL,NULL
161,"MĐrăk","Huyện",11,NULL,NULL
162," Thới Lai","Huyện",12,NULL,NULL
163,"Bình Thủy","Quận",12,NULL,NULL
164,"Cái Răng","Quận",12,NULL,NULL
165,"Cờ Đỏ","Huyện",12,NULL,NULL
166,"Ninh Kiều","Quận",12,NULL,NULL
167,"Ô Môn","Quận",12,NULL,NULL
168,"Phong Điền","Huyện",12,NULL,NULL
169,"Thốt Nốt","Quận",12,NULL,NULL
170,"Vĩnh Thạnh","Huyện",12,NULL,NULL
171,"Bắc Bình","Huyện",13,NULL,NULL
172,"Đảo Phú Quý","Huyện",13,NULL,NULL
173,"Đức Linh","Huyện",13,NULL,NULL
174,"Hàm Tân","Huyện",13,NULL,NULL
175,"Hàm Thuận Bắc","Huyện",13,NULL,NULL
176,"Hàm Thuận Nam","Huyện",13,NULL,NULL
177,"La Gi","Thị xã",13,NULL,NULL
178,"Phan Thiết","Thành phố",13,NULL,NULL
179,"Tánh Linh","Huyện",13,NULL,NULL
180,"Tuy Phong","Huyện",13,NULL,NULL
181,"Bảo Lâm","Huyện",14,NULL,NULL
182,"Bảo Lộc","Thành phố",14,NULL,NULL
183,"Cát Tiên","Huyện",14,NULL,NULL
184,"Đạ Huoai","Huyện",14,NULL,NULL
185,"Đà Lạt","Thành phố",14,NULL,NULL
186,"Đạ Tẻh","Huyện",14,NULL,NULL
187,"Đam Rông","Huyện",14,NULL,NULL
188,"Di Linh","Huyện",14,NULL,NULL
189,"Đơn Dương","Huyện",14,NULL,NULL
190,"Đức Trọng","Huyện",14,NULL,NULL
191,"Lạc Dương","Huyện",14,NULL,NULL
192,"Lâm Hà","Huyện",14,NULL,NULL
193,"A Lưới","Huyện",15,NULL,NULL
194,"Huế","Thành phố",15,NULL,NULL
195,"Hương Thủy","Thị xã",15,NULL,NULL
196,"Hương Trà","Huyện",15,NULL,NULL
197,"Nam Đông","Huyện",15,NULL,NULL
198,"Phong Điền","Huyện",15,NULL,NULL
199,"Phú Lộc","Huyện",15,NULL,NULL
200,"Phú Vang","Huyện",15,NULL,NULL
201,"Quảng Điền","Huyện",15,NULL,NULL
202,"An Biên","Huyện",16,NULL,NULL
203,"An Minh","Huyện",16,NULL,NULL
204,"Châu Thành","Huyện",16,NULL,NULL
205,"Giang Thành","Huyện",16,NULL,NULL
206,"Giồng Riềng","Huyện",16,NULL,NULL
207,"Gò Quao","Huyện",16,NULL,NULL
208,"Hà Tiên","Thị xã",16,NULL,NULL
209,"Hòn Đất","Huyện",16,NULL,NULL
210,"Kiên Hải","Huyện",16,NULL,NULL
211,"Kiên Lương","Huyện",16,NULL,NULL
212,"Phú Quốc","Huyện",16,NULL,NULL
213,"Rạch Giá","Thành phố",16,NULL,NULL
214,"Tân Hiệp","Huyện",16,NULL,NULL
215,"U minh Thượng","Huyện",16,NULL,NULL
216,"Vĩnh Thuận","Huyện",16,NULL,NULL
217,"Bắc Ninh","Thành phố",17,NULL,NULL
218,"Gia Bình","Huyện",17,NULL,NULL
219,"Lương Tài","Huyện",17,NULL,NULL
220,"Quế Võ","Huyện",17,NULL,NULL
221,"Thuận Thành","Huyện",17,NULL,NULL
222,"Tiên Du","Huyện",17,NULL,NULL
223,"Từ Sơn","Thị xã",17,NULL,NULL
224,"Yên Phong","Huyện",17,NULL,NULL
225,"Ba Chẽ","Huyện",18,NULL,NULL
226,"Bình Liêu","Huyện",18,NULL,NULL
227,"Cẩm Phả","Thành phố",18,NULL,NULL
228,"Cô Tô","Huyện",18,NULL,NULL
229,"Đầm Hà","Huyện",18,NULL,NULL
230,"Đông Triều","Huyện",18,NULL,NULL
231,"Hạ Long","Thành phố",18,NULL,NULL
232,"Hải Hà","Huyện",18,NULL,NULL
233,"Hoành Bồ","Huyện",18,NULL,NULL
234,"Móng Cái","Thành phố",18,NULL,NULL
235,"Quảng Yên","Huyện",18,NULL,NULL
236,"Tiên Yên","Huyện",18,NULL,NULL
237,"Uông Bí","Thị xã",18,NULL,NULL
238,"Vân Đồn","Huyện",18,NULL,NULL
239,"Bá Thước","Huyện",19,NULL,NULL
240,"Bỉm Sơn","Thị xã",19,NULL,NULL
241,"Cẩm Thủy","Huyện",19,NULL,NULL
242,"Đông Sơn","Huyện",19,NULL,NULL
243,"Hà Trung","Huyện",19,NULL,NULL
244,"Hậu Lộc","Huyện",19,NULL,NULL
245,"Hoằng Hóa","Huyện",19,NULL,NULL
246,"Lang Chánh","Huyện",19,NULL,NULL
247,"Mường Lát","Huyện",19,NULL,NULL
248,"Nga Sơn","Huyện",19,NULL,NULL
249,"Ngọc Lặc","Huyện",19,NULL,NULL
250,"Như Thanh","Huyện",19,NULL,NULL
251,"Như Xuân","Huyện",19,NULL,NULL
252,"Nông Cống","Huyện",19,NULL,NULL
253,"Quan Hóa","Huyện",19,NULL,NULL
254,"Quan Sơn","Huyện",19,NULL,NULL
255,"Quảng Xương","Huyện",19,NULL,NULL
256,"Sầm Sơn","Thị xã",19,NULL,NULL
257,"Thạch Thành","Huyện",19,NULL,NULL
258,"Thanh Hóa","Thành phố",19,NULL,NULL
259,"Thiệu Hóa","Huyện",19,NULL,NULL
260,"Thọ Xuân","Huyện",19,NULL,NULL
261,"Thường Xuân","Huyện",19,NULL,NULL
262,"Tĩnh Gia","Huyện",19,NULL,NULL
263,"Triệu Sơn","Huyện",19,NULL,NULL
264,"Vĩnh Lộc","Huyện",19,NULL,NULL
265,"Yên Định","Huyện",19,NULL,NULL
266,"Anh Sơn","Huyện",20,NULL,NULL
267,"Con Cuông","Huyện",20,NULL,NULL
268,"Cửa Lò","Thị xã",20,NULL,NULL
269,"Diễn Châu","Huyện",20,NULL,NULL
270,"Đô Lương","Huyện",20,NULL,NULL
271,"Hoàng Mai","Thị xã",20,NULL,NULL
272,"Hưng Nguyên","Huyện",20,NULL,NULL
273,"Kỳ Sơn","Huyện",20,NULL,NULL
274,"Nam Đàn","Huyện",20,NULL,NULL
275,"Nghi Lộc","Huyện",20,NULL,NULL
276,"Nghĩa Đàn","Huyện",20,NULL,NULL
277,"Quế Phong","Huyện",20,NULL,NULL
278,"Quỳ Châu","Huyện",20,NULL,NULL
279,"Quỳ Hợp","Huyện",20,NULL,NULL
280,"Quỳnh Lưu","Huyện",20,NULL,NULL
281,"Tân Kỳ","Huyện",20,NULL,NULL
282,"Thái Hòa","Thị xã",20,NULL,NULL
283,"Thanh Chương","Huyện",20,NULL,NULL
284,"Tương Dương","Huyện",20,NULL,NULL
285,"Vinh","Thành phố",20,NULL,NULL
286,"Yên Thành","Huyện",20,NULL,NULL
287,"Bình Giang","Huyện",21,NULL,NULL
288,"Cẩm Giàng","Huyện",21,NULL,NULL
289,"Chí Linh","Thị xã",21,NULL,NULL
290,"Gia Lộc","Huyện",21,NULL,NULL
291,"Hải Dương","Thành phố",21,NULL,NULL
292,"Kim Thành","Huyện",21,NULL,NULL
293,"Kinh Môn","Huyện",21,NULL,NULL
294,"Nam Sách","Huyện",21,NULL,NULL
295,"Ninh Giang","Huyện",21,NULL,NULL
296,"Thanh Hà","Huyện",21,NULL,NULL
297,"Thanh Miện","Huyện",21,NULL,NULL
298,"Tứ Kỳ","Huyện",21,NULL,NULL
299,"An Khê","Thị xã",22,NULL,NULL
300,"AYun Pa","Thị xã",22,NULL,NULL
301,"Chư Păh","Huyện",22,NULL,NULL
302,"Chư Pưh","Huyện",22,NULL,NULL
303,"Chư Sê","Huyện",22,NULL,NULL
304,"ChưPRông","Huyện",22,NULL,NULL
305,"Đăk Đoa","Huyện",22,NULL,NULL
306,"Đăk Pơ","Huyện",22,NULL,NULL
307,"Đức Cơ","Huyện",22,NULL,NULL
308,"Ia Grai","Huyện",22,NULL,NULL
309,"Ia Pa","Huyện",22,NULL,NULL
310,"KBang","Huyện",22,NULL,NULL
311,"Kông Chro","Huyện",22,NULL,NULL
312,"Krông Pa","Huyện",22,NULL,NULL
313,"Mang Yang","Huyện",22,NULL,NULL
314,"Phú Thiện","Huyện",22,NULL,NULL
315,"Plei Ku","Thành phố",22,NULL,NULL
316,"Bình Long","Thị xã",23,NULL,NULL
317,"Bù Đăng","Huyện",23,NULL,NULL
318,"Bù Đốp","Huyện",23,NULL,NULL
319,"Bù Gia Mập","Huyện",23,NULL,NULL
320,"Chơn Thành","Huyện",23,NULL,NULL
321,"Đồng Phú","Huyện",23,NULL,NULL
322,"Đồng Xoài","Thị xã",23,NULL,NULL
323,"Hớn Quản","Huyện",23,NULL,NULL
324,"Lộc Ninh","Huyện",23,NULL,NULL
325,"Phú Riềng","Huyện",23,NULL,NULL
326,"Phước Long","Thị xã",23,NULL,NULL
327,"Ân Thi","Huyện",24,NULL,NULL
328,"Hưng Yên","Thành phố",24,NULL,NULL
329,"Khoái Châu","Huyện",24,NULL,NULL
330,"Kim Động","Huyện",24,NULL,NULL
331,"Mỹ Hào","Huyện",24,NULL,NULL
332,"Phù Cừ","Huyện",24,NULL,NULL
333,"Tiên Lữ","Huyện",24,NULL,NULL
334,"Văn Giang","Huyện",24,NULL,NULL
335,"Văn Lâm","Huyện",24,NULL,NULL
336,"Yên Mỹ","Huyện",24,NULL,NULL
337,"An Lão","Huyện",25,NULL,NULL
338,"An Nhơn","Huyện",25,NULL,NULL
339,"Hoài Ân","Huyện",25,NULL,NULL
340,"Hoài Nhơn","Huyện",25,NULL,NULL
341,"Phù Cát","Huyện",25,NULL,NULL
342,"Phù Mỹ","Huyện",25,NULL,NULL
343,"Quy Nhơn","Thành phố",25,NULL,NULL
344,"Tây Sơn","Huyện",25,NULL,NULL
345,"Tuy Phước","Huyện",25,NULL,NULL
346,"Vân Canh","Huyện",25,NULL,NULL
347,"Vĩnh Thạnh","Huyện",25,NULL,NULL
348,"Cái Bè","Huyện",26,NULL,NULL
349,"Cai Lậy","Thị xã",26,NULL,NULL
350,"Châu Thành","Huyện",26,NULL,NULL
351,"Chợ Gạo","Huyện",26,NULL,NULL
352,"Gò Công","Thị xã",26,NULL,NULL
353,"Gò Công Đông","Huyện",26,NULL,NULL
354,"Gò Công Tây","Huyện",26,NULL,NULL
355,"Huyện Cai Lậy","Huyện",26,NULL,NULL
356,"Mỹ Tho","Thành phố",26,NULL,NULL
357,"Tân Phú Đông","Huyện",26,NULL,NULL
358,"Tân Phước","Huyện",26,NULL,NULL
359,"Đông Hưng","Huyện",27,NULL,NULL
360,"Hưng Hà","Huyện",27,NULL,NULL
361,"Kiến Xương","Huyện",27,NULL,NULL
362,"Quỳnh Phụ","Huyện",27,NULL,NULL
363,"Thái Bình","Thành phố",27,NULL,NULL
364,"Thái Thuỵ","Huyện",27,NULL,NULL
365,"Tiền Hải","Huyện",27,NULL,NULL
366,"Vũ Thư","Huyện",27,NULL,NULL
367,"Bắc Giang","Thành phố",28,NULL,NULL
368,"Hiệp Hòa","Huyện",28,NULL,NULL
369,"Lạng Giang","Huyện",28,NULL,NULL
370,"Lục Nam","Huyện",28,NULL,NULL
371,"Lục Ngạn","Huyện",28,NULL,NULL
372,"Sơn Động","Huyện",28,NULL,NULL
373,"Tân Yên","Huyện",28,NULL,NULL
374,"Việt Yên","Huyện",28,NULL,NULL
375,"Yên Dũng","Huyện",28,NULL,NULL
376,"Yên Thế","Huyện",28,NULL,NULL
377,"Cao Phong","Huyện",29,NULL,NULL
378,"Đà Bắc","Huyện",29,NULL,NULL
379,"Hòa Bình","Thành phố",29,NULL,NULL
380,"Kim Bôi","Huyện",29,NULL,NULL
381,"Kỳ Sơn","Huyện",29,NULL,NULL
382,"Lạc Sơn","Huyện",29,NULL,NULL
383,"Lạc Thủy","Huyện",29,NULL,NULL
384,"Lương Sơn","Huyện",29,NULL,NULL
385,"Mai Châu","Huyện",29,NULL,NULL
386,"Tân Lạc","Huyện",29,NULL,NULL
387,"Yên Thủy","Huyện",29,NULL,NULL
388,"An Phú","Huyện",30,NULL,NULL
389,"Châu Đốc","Thị xã",30,NULL,NULL
390,"Châu Phú","Huyện",30,NULL,NULL
391,"Châu Thành","Huyện",30,NULL,NULL
392,"Chợ Mới","Huyện",30,NULL,NULL
393,"Long Xuyên","Thành phố",30,NULL,NULL
394,"Phú Tân","Huyện",30,NULL,NULL
395,"Tân Châu","Thị xã",30,NULL,NULL
396,"Thoại Sơn","Huyện",30,NULL,NULL
397,"Tịnh Biên","Huyện",30,NULL,NULL
398,"Tri Tôn","Huyện",30,NULL,NULL
399,"Bình Xuyên","Huyện",31,NULL,NULL
400,"Lập Thạch","Huyện",31,NULL,NULL
401,"Phúc Yên","Thị xã",31,NULL,NULL
402,"Sông Lô","Huyện",31,NULL,NULL
403,"Tam Đảo","Huyện",31,NULL,NULL
404,"Tam Dương","Huyện",31,NULL,NULL
405,"Vĩnh Tường","Huyện",31,NULL,NULL
406,"Vĩnh Yên","Thành phố",31,NULL,NULL
407,"Yên Lạc","Huyện",31,NULL,NULL
408,"Bến Cầu","Huyện",32,NULL,NULL
409,"Châu Thành","Huyện",32,NULL,NULL
410,"Dương Minh Châu","Huyện",32,NULL,NULL
411,"Gò Dầu","Huyện",32,NULL,NULL
412,"Hòa Thành","Huyện",32,NULL,NULL
413,"Tân Biên","Huyện",32,NULL,NULL
414,"Tân Châu","Huyện",32,NULL,NULL
415,"Tây Ninh","Thị xã",32,NULL,NULL
416,"Trảng Bàng","Huyện",32,NULL,NULL
417,"Đại Từ","Huyện",33,NULL,NULL
418,"Định Hóa","Huyện",33,NULL,NULL
419,"Đồng Hỷ","Huyện",33,NULL,NULL
420,"Phổ Yên","Huyện",33,NULL,NULL
421,"Phú Bình","Huyện",33,NULL,NULL
422,"Phú Lương","Huyện",33,NULL,NULL
423,"Sông Công","Thị xã",33,NULL,NULL
424,"Thái Nguyên","Thành phố",33,NULL,NULL
425,"Võ Nhai","Huyện",33,NULL,NULL
426,"Bắc Hà","Huyện",34,NULL,NULL
427,"Bảo Thắng","Huyện",34,NULL,NULL
428,"Bảo Yên","Huyện",34,NULL,NULL
429,"Bát Xát","Huyện",34,NULL,NULL
430,"Lào Cai","Thành phố",34,NULL,NULL
431,"Mường Khương","Huyện",34,NULL,NULL
432,"Sa Pa","Huyện",34,NULL,NULL
433,"Văn Bàn","Huyện",34,NULL,NULL
434,"Xi Ma Cai","Huyện",34,NULL,NULL
435,"Giao Thủy","Huyện",35,NULL,NULL
436,"Hải Hậu","Huyện",35,NULL,NULL
437,"Mỹ Lộc","Huyện",35,NULL,NULL
438,"Nam Định","Thành phố",35,NULL,NULL
439,"Nam Trực","Huyện",35,NULL,NULL
440,"Nghĩa Hưng","Huyện",35,NULL,NULL
441,"Trực Ninh","Huyện",35,NULL,NULL
442,"Vụ Bản","Huyện",35,NULL,NULL
443,"Xuân Trường","Huyện",35,NULL,NULL
444,"Ý Yên","Huyện",35,NULL,NULL
445,"Ba Tơ","Huyện",36,NULL,NULL
446,"Bình Sơn","Huyện",36,NULL,NULL
447,"Đức Phổ","Huyện",36,NULL,NULL
448,"Lý Sơn","Huyện",36,NULL,NULL
449,"Minh Long","Huyện",36,NULL,NULL
450,"Mộ Đức","Huyện",36,NULL,NULL
451,"Nghĩa Hành","Huyện",36,NULL,NULL
452,"Quảng Ngãi","Thành phố",36,NULL,NULL
453,"Sơn Hà","Huyện",36,NULL,NULL
454,"Sơn Tây","Huyện",36,NULL,NULL
455,"Sơn Tịnh","Huyện",36,NULL,NULL
456,"Tây Trà","Huyện",36,NULL,NULL
457,"Trà Bồng","Huyện",36,NULL,NULL
458,"Tư Nghĩa","Huyện",36,NULL,NULL
459,"Ba Tri","Huyện",37,NULL,NULL
460,"Bến Tre","Thành phố",37,NULL,NULL
461,"Bình Đại","Huyện",37,NULL,NULL
462,"Châu Thành","Huyện",37,NULL,NULL
463,"Chợ Lách","Huyện",37,NULL,NULL
464,"Giồng Trôm","Huyện",37,NULL,NULL
465,"Mỏ Cày Bắc","Huyện",37,NULL,NULL
466,"Mỏ Cày Nam","Huyện",37,NULL,NULL
467,"Thạnh Phú","Huyện",37,NULL,NULL
468,"Cư Jút","Huyện",38,NULL,NULL
469,"Dăk GLong","Huyện",38,NULL,NULL
470,"Dăk Mil","Huyện",38,NULL,NULL
471,"Dăk RLấp","Huyện",38,NULL,NULL
472,"Dăk Song","Huyện",38,NULL,NULL
473,"Gia Nghĩa","Thị xã",38,NULL,NULL
474,"Krông Nô","Huyện",38,NULL,NULL
475,"Tuy Đức","Huyện",38,NULL,NULL
476,"Cà Mau","Thành phố",39,NULL,NULL
477,"Cái Nước","Huyện",39,NULL,NULL
478,"Đầm Dơi","Huyện",39,NULL,NULL
479,"Năm Căn","Huyện",39,NULL,NULL
480,"Ngọc Hiển","Huyện",39,NULL,NULL
481,"Phú Tân","Huyện",39,NULL,NULL
482,"Thới Bình","Huyện",39,NULL,NULL
483,"Trần Văn Thời","Huyện",39,NULL,NULL
484,"U Minh","Huyện",39,NULL,NULL
485,"Bình Minh","Huyện",40,NULL,NULL
486,"Bình Tân","Quận",40,NULL,NULL
487,"Long Hồ","Huyện",40,NULL,NULL
488,"Mang Thít","Huyện",40,NULL,NULL
489,"Tam Bình","Huyện",40,NULL,NULL
490,"Trà Ôn","Huyện",40,NULL,NULL
491,"Vĩnh Long","Thành phố",40,NULL,NULL
492,"Vũng Liêm","Huyện",40,NULL,NULL
493,"Gia Viễn","Huyện",41,NULL,NULL
494,"Hoa Lư","Huyện",41,NULL,NULL
495,"Kim Sơn","Huyện",41,NULL,NULL
496,"Nho Quan","Huyện",41,NULL,NULL
497,"Ninh Bình","Thành phố",41,NULL,NULL
498,"Tam Điệp","Thị xã",41,NULL,NULL
499,"Yên Khánh","Huyện",41,NULL,NULL
500,"Yên Mô","Huyện",41,NULL,NULL
501,"Cẩm Khê","Huyện",42,NULL,NULL
502,"Đoan Hùng","Huyện",42,NULL,NULL
503,"Hạ Hòa","Huyện",42,NULL,NULL
504,"Lâm Thao","Huyện",42,NULL,NULL
505,"Phù Ninh","Huyện",42,NULL,NULL
506,"Phú Thọ","Thị xã",42,NULL,NULL
507,"Tam Nông","Huyện",42,NULL,NULL
508,"Tân Sơn","Huyện",42,NULL,NULL
509,"Thanh Ba","Huyện",42,NULL,NULL
510,"Thanh Sơn","Huyện",42,NULL,NULL
511,"Thanh Thủy","Huyện",42,NULL,NULL
512,"Việt Trì","Thành phố",42,NULL,NULL
513,"Yên Lập","Huyện",42,NULL,NULL
514,"Bác Ái","Huyện",43,NULL,NULL
515,"Ninh Hải","Huyện",43,NULL,NULL
516,"Ninh Phước","Huyện",43,NULL,NULL
517,"Ninh Sơn","Huyện",43,NULL,NULL
518,"Phan Rang - Tháp Chàm","Thành phố",43,NULL,NULL
519,"Thuận Bắc","Huyện",43,NULL,NULL
520,"Thuận Nam","Huyện",43,NULL,NULL
521,"Đông Hòa","Huyện",44,NULL,NULL
522,"Đồng Xuân","Huyện",44,NULL,NULL
523,"Phú Hòa","Huyện",44,NULL,NULL
524,"Sơn Hòa","Huyện",44,NULL,NULL
525,"Sông Cầu","Thị xã",44,NULL,NULL
526,"Sông Hinh","Huyện",44,NULL,NULL
527,"Tây Hòa","Huyện",44,NULL,NULL
528,"Tuy An","Huyện",44,NULL,NULL
529,"Tuy Hòa","Thành phố",44,NULL,NULL
530,"Bình Lục","Huyện",45,NULL,NULL
531,"Duy Tiên","Huyện",45,NULL,NULL
532,"Kim Bảng","Huyện",45,NULL,NULL
533,"Lý Nhân","Huyện",45,NULL,NULL
